AL, 03, 2004080812, 03, A90E,  24, 117N,  595W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A90E,  36, 124N,  631W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A90E,  48, 132N,  660W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A90E,  60, 140N,  687W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A90E,  72, 148N,  710W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A90E,  84, 156N,  733W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A90E,  96, 166N,  755W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A90E, 108, 177N,  778W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A90E, 120, 189N,  802W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A98E,   0, 105N,  505W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A98E,  12, 111N,  552W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A98E,  24, 117N,  594W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A98E,  36, 124N,  630W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A98E,  48, 132N,  658W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A98E,  60, 139N,  686W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A98E,  72, 147N,  708W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A98E,  84, 155N,  730W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
